section,feature_group,subgroup,key,value,elements,comment,source
Primary features [ edit | edit source ],Leisure,,leisure,horse_riding,node area,"A facility where people practise horse riding, usually in their spare time, e.g. a riding centre. For a riding arena use leisure = pitch + sport = equestrian .",wikitable
Primary features [ edit | edit source ],Leisure,,leisure,ice_rink,node area,A place where you can skate and play bandy or ice hockey.,wikitable
Primary features [ edit | edit source ],Leisure,,leisure,marina,node area,A facility for mooring leisure yachts and motor boats.,wikitable
Primary features [ edit | edit source ],Leisure,,leisure,miniature_golf,node area,A place or area where you can play miniature golf.,wikitable
Primary features [ edit | edit source ],Leisure,,leisure,nature_reserve,node area,"A protected area of importance for wildlife, flora, fauna or features of geological or other special interest.",wikitable
Primary features [ edit | edit source ],Leisure,,leisure,paddling_pool [en],node area,"A paddling pool is a shallow pool, typically less than 30cm (1 ft.) deep, for children to play in.",wikitable
Primary features [ edit | edit source ],Leisure,,leisure,park,node area,"A park, usually in an urban (municipal) setting, created for recreation and relaxation.",wikitable
Primary features [ edit | edit source ],Leisure,,leisure,picnic_table,node area,A table with benches for food and rest.,wikitable
Primary features [ edit | edit source ],Leisure,,leisure,pitch,node area,"An area designed for practising a particular sport, normally designated with appropriate markings.",wikitable
Primary features [ edit | edit source ],Leisure,,leisure,playground,node area,A playground: an area designed for children to play.,wikitable
Primary features [ edit | edit source ],Leisure,,leisure,slipway,node area,A slipway: a ramp for launching a boat into water.,wikitable
Primary features [ edit | edit source ],Leisure,,leisure,sports_centre,node area,A sports centre is a distinct facility where sports take place within an enclosed area.,wikitable
Primary features [ edit | edit source ],Leisure,,leisure,stadium,node area,A major sports facility with substantial tiered seating.,wikitable
Primary features [ edit | edit source ],Leisure,,leisure,summer_camp,node area,A place for supervised camps for children or teenagers conducted during the summer months.,wikitable
Primary features [ edit | edit source ],Leisure,,leisure,swimming_area,node area,"An area for swimming within a larger body of water (such as a river, lake or the sea) that is marked by a rope, buoys or similar.",wikitable
Primary features [ edit | edit source ],Leisure,,leisure,swimming_pool,node area,A swimming pool (water area only).,wikitable
Primary features [ edit | edit source ],Leisure,,leisure,track,node area,"A track for running, cycling and other non-motorised racing such as horses, greyhounds.",wikitable
Primary features [ edit | edit source ],Leisure,,leisure,water_park,node area,"An amusement park with features like water slides, recreational pools (e.g. wave pools) or lazy rivers.",wikitable
Primary features [ edit | edit source ],Man made,,man_made,adit,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,beacon,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,breakwater,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,bridge,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,bunker_silo,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,carpet_hanger,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,chimney,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,column,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,communications_tower,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,crane,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,cross,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,cutline,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,clearcut,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,dovecote,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,dyke,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,embankment,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,flagpole,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,gasometer,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,goods_conveyor,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,groyne,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,guard_stone,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,kiln,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,lighthouse,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,mast,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,mineshaft,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,monitoring_station,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,obelisk,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,observatory,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,offshore_platform,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,petroleum_well,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,pier,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,pipeline,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,pump,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,pumping_station,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,reservoir_covered,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,sewer_vent,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,silo,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,snow_fence,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,snow_net,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,storage_tank,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,street_cabinet,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,stupa,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,surveillance,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,survey_point,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,tailings_pond,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,telescope,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,tower,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,video_wall,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,wastewater_plant,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,watermill,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,water_tower,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,water_well,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,water_tap,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,water_works,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,wildlife_crossing,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,windmill,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,works,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Man made,,man_made,yes,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Military,,military,academy,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Military,,military,airfield,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Military,,military,base,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Military,,military,bunker,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Military,,military,barracks,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Military,,military,checkpoint,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Military,,military,danger_area,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Military,,military,nuclear_explosion_site,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Military,,military,obstacle_course,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Military,,military,office,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Military,,military,range,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Military,,military,school,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Military,,military,training_area,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Military,,military,trench,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Vegetation [ edit source ],natural,fell,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Vegetation [ edit source ],natural,grassland,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Vegetation [ edit source ],natural,heath,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Vegetation [ edit source ],natural,moor,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Vegetation [ edit source ],natural,scrub,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Vegetation [ edit source ],natural,shrubbery,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Vegetation [ edit source ],natural,tree,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Vegetation [ edit source ],natural,tree_row,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Vegetation [ edit source ],natural,tundra,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Vegetation [ edit source ],natural,wood,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,bay,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,beach,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,blowhole,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,cape,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,coastline,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,crevasse,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,geyser,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,glacier,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,hot_spring,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,isthmus,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,mud,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,peninsula,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,reef,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,shingle,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,shoal,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,spring,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,strait,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,water,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Water related [ edit source ],natural,wetland,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,arch,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,arete,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,bare_rock,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,blockfield,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,cave_entrance,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,cliff,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,dune,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,earth_bank,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,fumarole,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,hill,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,peak,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,ridge,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,rock,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,saddle,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,sand,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,scree,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,sinkhole,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,stone,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,valley,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Natural,Geology related [ edit source ],natural,volcano,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,accountant,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,advertising_agency,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,airline,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,architect,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,association,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,broadcaster,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,chamber,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,charity,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,company,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,construction_company,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,consulting,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,courier,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,coworking,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,diplomatic,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,educational_institution,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,employment_agency,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,energy_supplier,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,engineer,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,estate_agent,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,event_management,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,financial,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,financial_advisor,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,forestry,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,foundation,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,geodesist,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,gongo,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,government,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,graphic_design,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,guide,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,harbour_master,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,insurance,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,it,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,lawyer,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,logistics,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,moving_company,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,newspaper,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,ngo,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,notary,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,politician,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,political_party,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,property_management,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,publisher,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,quango,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,religion,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,research,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,school,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,security,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,surveyor,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,tax_advisor,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,telecommunication,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,transport,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,travel_agent,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,tutoring,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,union,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,university,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,visa,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,water_utility,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Office,,office,yes,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Administratively declared places [ edit source ],place,country,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Administratively declared places [ edit source ],place,state,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Administratively declared places [ edit source ],place,region,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Administratively declared places [ edit source ],place,province,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Administratively declared places [ edit source ],place,district,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Administratively declared places [ edit source ],place,county,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Administratively declared places [ edit source ],place,subdistrict,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Administratively declared places [ edit source ],place,municipality,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,"Populated settlements, urban [ edit source ]",place,city,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,"Populated settlements, urban [ edit source ]",place,borough,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,"Populated settlements, urban [ edit source ]",place,suburb,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,"Populated settlements, urban [ edit source ]",place,quarter,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,"Populated settlements, urban [ edit source ]",place,neighbourhood,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,"Populated settlements, urban [ edit source ]",place,city_block,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,"Populated settlements, urban [ edit source ]",place,plot,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,"Populated settlements, urban and rural [ edit source ]",place,city,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,"Populated settlements, urban and rural [ edit source ]",place,town,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,"Populated settlements, urban and rural [ edit source ]",place,village,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,"Populated settlements, urban and rural [ edit source ]",place,hamlet,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,"Populated settlements, urban and rural [ edit source ]",place,isolated_dwelling,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,"Populated settlements, urban and rural [ edit source ]",place,farm,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,"Populated settlements, urban and rural [ edit source ]",place,allotments,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Other places [ edit source ],place,continent,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Other places [ edit source ],place,archipelago,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Other places [ edit source ],place,island,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Other places [ edit source ],place,islet,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Other places [ edit source ],place,square,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Other places [ edit source ],place,locality,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Other places [ edit source ],place,polder,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Other places [ edit source ],place,sea,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Other places [ edit source ],place,ocean,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Additional attributes [ edit source ],population,*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Place,Additional attributes [ edit source ],population,is_in=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,cable,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,catenary_mast,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,compensator,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,connection,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,converter,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,generator,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,heliostat,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,insulator,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,inverter,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Power,,power,line,,(taglist; descriptions load from Taginfo in the wiki page),taglist
